sample_name	reference	strain	sampleacc	studyaccession	species	species_match	virulence_score	resistance_score	num_resistance_classes	num_resistance_genes	date	strain2	main_st	neonate	major_wards	amikacin_30	ampicillin_10	ampicillin_2	augmentin_30	cefoxitin_10_(clox)	cefoxitin_30	cefpodoxime_10	cefpodoxime_10_(ceftriaxone)	ceftazidime	ceftriaxone_30	ceftriaxone_5	chloramphenicol_10	chloramphenicol_30	ciprofloxacin_(e-test)	ciprofloxacin_5	co-trimoxazole_25	cotrimoxazole_25	erythromycin_15	erythromycin_5	gentamicin_10	gentamicin10	meropenem	meropenem_10	oxacillin_1_(pen)	pefloxacin_5	penicillin_1	piperacillin/_tazobactam(ptz)	piperacillin/tazobactam_36	quinupristin/dalfopristin_(qd15)	tetracycline_10	tetracycline_30	vancomycin_5
ERR12058422	this study	42070_1#260	ERS7985779	ERP126322	Klebsiella pneumoniae	strong	3	0	0	0	2015	NA	ST25	n	3B MALE MEDICAL WARD	NA	R	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	S	NA	S	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058423	this study	42070_1#261	ERS7985704	ERP126322	Klebsiella pneumoniae	strong	4	1	5	5	2018	NA	ST86	n	unknown	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	S	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058424	this study	42070_1#262	ERS7985780	ERP126322	Klebsiella pneumoniae	strong	0	1	8	15	NA	NA	ST14	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058425	this study	42070_1#263	ERS7985706	ERP126322	Klebsiella pneumoniae	strong	0	1	9	16	2018	NA	ST15	y	CHATINKHA NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058427	this study	42070_1#267	ERS7985708	ERP126322	Klebsiella pneumoniae	strong	1	0	3	3	2018	NA	ST15	n	4A FEMALE MEDICAL WARD	S	R	NA	S	NA	NA	NA	S	NA	NA	NA	NA	S	NA	R	NA	R	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058428	this study	42070_1#268	ERS7985783	ERP126322	Klebsiella pneumoniae	strong	0	0	5	7	2015	NA	other	n	3B MALE MEDICAL WARD	NA	R	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	S	NA	R	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058429	this study	42070_1#269	ERS7985707	ERP126322	Klebsiella pneumoniae	strong	0	1	6	8	2018	NA	ST101	n	PAEDIATRIC SPECIAL CARE WARD	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	S	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058431	this study	42070_1#271	ERS7985709	ERP126322	Klebsiella pneumoniae	strong	0	1	7	14	2018	NA	ST25	y	CHATINKHA NURSERY	I	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058432	this study	42070_1#272	ERS7985785	ERP126322	Klebsiella pneumoniae	strong	1	1	8	12	2015	NA	ST29	n	INTENSIVE CARE UNIT	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	S	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058433	this study	42070_1#273	ERS7985880	ERP126322	Klebsiella pneumoniae	strong	1	1	3	4	2018	NA	ST391	n	4A FEMALE MEDICAL WARD	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	S	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058435	this study	42070_1#277	ERS7985882	ERP126322	Klebsiella pneumoniae	strong	4	1	5	5	2018	NA	ST86	n	3B MALE MEDICAL WARD	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	S	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058436	this study	42070_1#278	ERS7986047	ERP126322	Klebsiella pneumoniae	strong	0	1	6	6	NA	NA	ST101	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058437	this study	42070_1#279	ERS7985883	ERP126322	Klebsiella variicola subsp. variicola	strong	0	0	0	0	2018	NA	other	y	CHATINKHA NURSERY	NA	R	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	S	NA	S	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058206	this study	42070_1#27	ERS7985817	ERP126322	Klebsiella pneumoniae	strong	0	1	7	11	2019	NA	ST584	n	PICU/HDU	S	S	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	S	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058438	this study	42070_1#281	ERS7985884	ERP126322	Klebsiella pneumoniae	strong	1	1	8	12	2018	NA	ST307	y	CHATINKHA NURSERY	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	S	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058439	this study	42070_1#283	ERS7985885	ERP126322	Klebsiella pneumoniae	strong	1	1	8	12	2018	NA	ST307	y	PAEDIATRIC NURSERY	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	I	NA	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058441	this study	42070_1#285	ERS7985886	ERP126322	Klebsiella pneumoniae	strong	1	0	4	6	2018	NA	ST14	n	3B MALE MEDICAL WARD	NA	R	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	S	NA	R	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058442	this study	42070_1#286	ERS7986051	ERP126322	Klebsiella pneumoniae	strong	0	1	6	6	NA	NA	ST101	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058443	this study	42070_1#287	ERS7985887	ERP126322	Klebsiella pneumoniae	strong	0	1	5	5	2018	NA	other	y	PICU/HDU	S	R	NA	I	NA	NA	NA	R	NA	NA	NA	NA	S	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058444	this study	42070_1#288	ERS7986052	ERP126322	Klebsiella pneumoniae	strong	1	1	6	10	2010	NA	ST35	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058445	this study	42070_1#289	ERS7985713	ERP126322	Klebsiella pneumoniae	strong	0	0	0	0	2018	NA	other	n	PAEDIATRIC NURSERY	NA	R	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	S	NA	S	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058207	this study	42070_1#28	ERS7985985	ERP126322	Klebsiella pneumoniae	strong	0	1	7	11	2018	NA	ST35	y	CHATINKHA NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058446	this study	42070_1#290	ERS7985786	ERP126322	Klebsiella pneumoniae	strong	0	1	9	19	2015	NA	ST340	n	3B MALE MEDICAL WARD	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058448	this study	42070_1#292	ERS7985787	ERP126322	Klebsiella pneumoniae	strong	0	1	9	14	2014	NA	ST340	n	PAEDIATRIC NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058451	this study	42070_1#295	ERS7985711	ERP126322	Klebsiella pneumoniae	strong	0	1	8	18	2018	NA	other	n	PAEDIATRIC MOYO WARD	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058452	this study	42070_1#296	ERS7985789	ERP126322	Klebsiella pneumoniae	strong	0	1	7	14	2014	NA	ST14	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058453	this study	42070_1#297	ERS7985714	ERP126322	Klebsiella pneumoniae	strong	1	1	7	11	2018	NA	ST39	u	PAEDIATRIC MOYO WARD	NA	R	NA	NA	NA	NA	NA	R	NA	NA	NA	NA	S	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058454	this study	42070_1#298	ERS7985790	ERP126322	Klebsiella variicola subsp. variicola	strong	0	0	0	0	2014	NA	other	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058455	this study	42070_1#299	ERS7985715	ERP126322	Klebsiella pneumoniae	strong	1	1	10	12	2018	NA	ST15	n	PAEDIATRIC MOYO WARD	S	R	NA	I	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058208	this study	42070_1#29	ERS7985818	ERP126322	Klebsiella pneumoniae	strong	0	1	7	11	2018	NA	ST584	n	PICU/HDU	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	S	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058182	this study	42070_1#2	ERS7985734	ERP126322	Klebsiella pneumoniae	strong	0	1	6	9	2017	NA	other	n	PAEDIATRIC SPECIAL CARE WARD	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	S	NA	R	NA	R	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058457	this study	42070_1#301	ERS7985716	ERP126322	Klebsiella pneumoniae	strong	0	1	8	14	2018	NA	other	n	3B MALE MEDICAL WARD	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	S	NA	S	NA	NA	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058458	this study	42070_1#302	ERS7985792	ERP126322	Klebsiella pneumoniae	strong	1	1	8	13	2014	NA	ST391	y	CHATINKHA NURSERY	S	R	NA	NA	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058459	this study	42070_1#303	ERS7985717	ERP126322	Klebsiella pneumoniae	strong	0	1	6	9	2018	NA	ST391	y	PAEDIATRIC SURGICAL WARD	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	S	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058460	this study	42070_1#304	ERS7985793	ERP126322	Klebsiella pneumoniae	strong	1	1	8	13	2014	NA	ST391	n	PAEDIATRIC A&E	S	R	NA	NA	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058461	this study	42070_1#305	ERS7985890	ERP126322	Klebsiella pneumoniae	strong	0	1	9	17	2018	NA	other	n	PAEDIATRIC NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	I	NA	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058462	this study	42070_1#307	ERS7985888	ERP126322	Klebsiella pneumoniae	strong	1	1	7	11	2018	NA	ST607	y	PICU/HDU	S	R	NA	I	NA	NA	NA	R	NA	NA	NA	NA	S	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058463	this study	42070_1#308	ERS7986054	ERP126322	Klebsiella pneumoniae	strong	0	1	6	9	2010	NA	ST35	y	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058209	this study	42070_1#30	ERS7985986	ERP126322	Klebsiella pneumoniae	strong	1	1	8	16	2018	NA	ST14	y	PICU/HDU	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	NA	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058466	this study	42070_1#311	ERS7985889	ERP126322	Klebsiella pneumoniae	strong	0	1	9	18	2018	NA	other	n	PAEDIATRIC NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	NA	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058467	this study	42070_1#312	ERS7985892	ERP126322	Klebsiella pneumoniae	strong	1	1	7	10	2018	NA	ST15	n	3B MALE MEDICAL WARD	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	S	NA	NA	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058468	this study	42070_1#313	ERS7985893	ERP126322	Klebsiella pneumoniae	strong	4	1	5	5	2018	NA	ST86	n	4A FEMALE MEDICAL WARD	S	R	NA	R	NA	NA	NA	R	NA	R	NA	NA	S	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058469	this study	42070_1#314	ERS7985894	ERP126322	Klebsiella pneumoniae	strong	1	1	9	15	2018	NA	ST607	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058470	this study	42070_1#315	ERS7985895	ERP126322	Klebsiella pneumoniae	strong	0	1	6	6	2018	NA	ST35	y	unknown	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058471	this study	42070_1#316	ERS7985719	ERP126322	Klebsiella pneumoniae	strong	0	1	6	6	2018	NA	other	n	PAEDIATRIC NURSERY	S	R	NA	I	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	NA	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058472	this study	42070_1#317	ERS7985794	ERP126322	Klebsiella pneumoniae	strong	1	1	8	13	2014	NA	ST391	y	CHATINKHA NURSERY	S	R	NA	NA	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058473	this study	42070_1#318	ERS7985718	ERP126322	Klebsiella pneumoniae	strong	0	1	6	6	2018	NA	other	y	PAEDIATRIC NURSERY	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058474	this study	42070_1#319	ERS7985795	ERP126322	Klebsiella pneumoniae	strong	0	1	9	17	2014	NA	ST340	n	4A FEMALE MEDICAL WARD	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058210	this study	42070_1#31	ERS7985819	ERP126322	Klebsiella pneumoniae	strong	0	1	7	11	2018	NA	ST584	y	PICU/HDU	S	R	NA	I	NA	NA	NA	R	NA	NA	NA	NA	S	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058475	this study	42070_1#320	ERS7985720	ERP126322	Klebsiella pneumoniae	strong	1	0	7	8	2018	NA	ST307	y	CHATINKHA NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058476	this study	42070_1#321	ERS7985796	ERP126322	Klebsiella pneumoniae	strong	0	1	6	9	2015	NA	ST14	n	CHATINKHA NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058478	this study	42070_1#323	ERS7985797	ERP126322	Klebsiella pneumoniae	strong	1	0	5	8	2019	NA	other	n	4A FEMALE MEDICAL WARD	NA	R	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	S	NA	R	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058479	this study	42070_1#324	ERS7985722	ERP126322	Klebsiella pneumoniae	strong	1	1	6	9	2018	NA	ST391	y	CHATINKHA NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058480	this study	42070_1#325	ERS7985798	ERP126322	Klebsiella pneumoniae	strong	1	1	8	13	2019	NA	ST14	y	PICU/HDU	S	R	NA	I	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058481	this study	42070_1#326	ERS7985723	ERP126322	Klebsiella pneumoniae	strong	0	1	9	16	2018	NA	other	y	CHATINKHA NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058482	this study	42070_1#327	ERS7985799	ERP126322	Klebsiella pneumoniae	strong	1	1	8	13	2019	NA	ST14	n	PICU/HDU	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058483	this study	42070_1#328	ERS7985724	ERP126322	Klebsiella pneumoniae	strong	0	0	0	0	2018	NA	other	n	CHATINKHA NURSERY	S	R	NA	S	NA	NA	NA	S	NA	NA	NA	I	NA	NA	S	NA	S	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058484	this study	42070_1#329	ERS7985800	ERP126322	Klebsiella pneumoniae	strong	1	1	7	9	2019	NA	ST14	n	PAEDIATRIC SPECIAL CARE WARD	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058211	this study	42070_1#32	ERS7985987	ERP126322	Klebsiella pneumoniae	strong	1	1	8	16	NA	NA	ST14	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058485	this study	42070_1#330	ERS7985725	ERP126322	Klebsiella pneumoniae	strong	0	1	6	6	2017	NA	other	n	PAEDIATRIC NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058486	this study	42070_1#331	ERS7985801	ERP126322	Klebsiella pneumoniae	strong	1	1	9	14	2019	NA	ST25	n	PAEDIATRIC NURSERY	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	S	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058487	this study	42070_1#332	ERS7985896	ERP126322	Klebsiella pneumoniae	strong	0	1	7	15	2018	NA	other	y	CHATINKHA NURSERY	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058488	this study	42070_1#333	ERS7985900	ERP126322	Klebsiella pneumoniae	strong	0	1	6	6	2018	NA	ST35	y	unknown	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058489	this study	42070_1#334	ERS7985898	ERP126322	Klebsiella pneumoniae	strong	0	1	6	6	NA	NA	ST35	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058490	this study	42070_1#335	ERS7985899	ERP126322	Klebsiella pneumoniae	strong	0	1	6	6	2018	NA	ST35	n	PICU/HDU	S	R	NA	I	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058491	this study	42070_1#336	ERS7985897	ERP126322	Klebsiella pneumoniae	strong	1	1	8	16	2018	NA	ST14	n	PICU/HDU	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	NA	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058492	this study	42070_1#337	ERS7985901	ERP126322	Klebsiella pneumoniae	strong	0	1	8	12	2018	NA	ST307	n	unknown	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	S	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058493	this study	42070_1#338	ERS7985903	ERP126322	Klebsiella pneumoniae	strong	1	1	8	16	NA	NA	ST14	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058494	this study	42070_1#339	ERS7985902	ERP126322	Klebsiella pneumoniae	strong	0	1	7	11	2018	NA	ST35	y	PICU/HDU	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058212	this study	42070_1#33	ERS7985643	ERP126322	Klebsiella pneumoniae	strong	1	1	8	12	2016	NA	ST307	n	4A FEMALE MEDICAL WARD	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	NA	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058495	this study	42070_1#340	ERS7985727	ERP126322	Klebsiella pneumoniae	strong	0	1	6	6	2017	NA	other	n	PAEDIATRIC NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058496	this study	42070_1#341	ERS7985802	ERP126322	Klebsiella pneumoniae	strong	1	1	8	13	2019	NA	ST14	n	PICU/HDU	I	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058497	this study	42070_1#342	ERS7985726	ERP126322	Klebsiella pneumoniae	strong	0	1	6	6	2017	NA	other	n	PAEDIATRIC NURSERY	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058498	this study	42070_1#343	ERS7985803	ERP126322	Klebsiella pneumoniae	strong	1	1	8	13	2019	NA	ST14	n	PICU/HDU	S	NA	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058499	this study	42070_1#344	ERS7985728	ERP126322	Klebsiella pneumoniae	strong	0	1	6	6	2017	NA	other	n	PAEDIATRIC NURSERY	S	R	NA	I	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058500	this study	42070_1#345	ERS7985804	ERP126322	Klebsiella pneumoniae	strong	1	1	8	13	2019	NA	ST14	y	PICU/HDU	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058501	this study	42070_1#346	ERS7985729	ERP126322	Klebsiella pneumoniae	strong	0	1	7	11	2017	NA	other	n	4A FEMALE MEDICAL WARD	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	S	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058502	this study	42070_1#347	ERS7985806	ERP126322	Klebsiella pneumoniae	strong	1	1	8	13	2019	NA	ST14	n	PICU/HDU	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058503	this study	42070_1#348	ERS7985730	ERP126322	Klebsiella pneumoniae	strong	0	1	6	11	2017	NA	ST37	y	CHATINKHA NURSERY	I	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	S	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058504	this study	42070_1#349	ERS7985807	ERP126322	Klebsiella pneumoniae	strong	1	1	8	13	2019	NA	ST14	n	PICU/HDU	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058213	this study	42070_1#34	ERS7985744	ERP126322	Klebsiella pneumoniae	strong	0	1	6	6	2017	NA	other	n	PAEDIATRIC NURSERY	S	R	NA	I	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
